Mode,Cycle,Train_Image_Index,True Label,Sampling Reason,Entropy_Score,Confidence_Score
reset,2,8121,6,Initial_Random,,
reset,2,45875,5,Initial_Random,,
reset,2,45835,7,Initial_Random,,
reset,2,19006,0,Initial_Random,,
reset,2,50519,9,Initial_Random,,
reset,2,14430,0,Initial_Random,,
reset,2,45218,0,Initial_Random,,
reset,2,50437,1,Initial_Random,,
reset,2,58472,2,Initial_Random,,
reset,2,24164,9,Initial_Random,,
reset,2,52556,9,Initial_Random,,
reset,2,51812,9,Initial_Random,,
reset,2,31330,7,Initial_Random,,
reset,2,37246,6,Initial_Random,,
reset,2,45146,0,Initial_Random,,
reset,2,58493,1,Initial_Random,,
reset,2,27259,5,Initial_Random,,
reset,2,20936,0,Initial_Random,,
reset,2,47425,8,Initial_Random,,
reset,2,32589,7,Initial_Random,,
reset,2,23275,9,Initial_Random,,
reset,2,50091,5,Initial_Random,,
reset,2,52483,8,Initial_Random,,
reset,2,59635,5,Initial_Random,,
reset,2,10183,9,Initial_Random,,
reset,2,56512,0,Initial_Random,,
reset,2,50354,0,Initial_Random,,
reset,2,21237,6,Initial_Random,,
reset,2,12827,4,Initial_Random,,
reset,2,39308,8,Initial_Random,,
reset,2,35058,3,Initial_Random,,
reset,2,45209,6,Initial_Random,,
reset,2,9889,9,Initial_Random,,
reset,2,17398,9,Initial_Random,,
reset,2,7671,1,Initial_Random,,
reset,2,53414,5,Initial_Random,,
reset,2,56656,1,Initial_Random,,
reset,2,32226,8,Initial_Random,,
reset,2,23634,3,Initial_Random,,
reset,2,8193,0,Initial_Random,,
reset,2,45920,2,Initial_Random,,
reset,2,34874,1,Initial_Random,,
reset,2,57246,9,Initial_Random,,
reset,2,35672,9,Initial_Random,,
reset,2,15379,3,Initial_Random,,
reset,2,33248,4,Initial_Random,,
reset,2,46043,6,Initial_Random,,
reset,2,38594,5,Initial_Random,,
reset,2,51471,3,Initial_Random,,
reset,2,31413,5,Initial_Random,,
reset,2,23347,8,Initial_Random,,
reset,2,58392,6,Initial_Random,,
reset,2,33624,3,Initial_Random,,
reset,2,10774,6,Initial_Random,,
reset,2,7327,4,Initial_Random,,
reset,2,11609,5,Initial_Random,,
reset,2,53442,9,Initial_Random,,
reset,2,7726,4,Initial_Random,,
reset,2,22860,0,Initial_Random,,
reset,2,23294,3,Initial_Random,,
reset,2,26415,0,Initial_Random,,
reset,2,47349,7,Initial_Random,,
reset,2,9843,7,Initial_Random,,
reset,2,78,1,Initial_Random,,
reset,2,58456,5,Initial_Random,,
reset,2,45076,1,Initial_Random,,
reset,2,26184,0,Initial_Random,,
reset,2,35831,1,Initial_Random,,
reset,2,24801,7,Initial_Random,,
reset,2,30969,1,Initial_Random,,
reset,2,29381,8,Initial_Random,,
reset,2,49987,0,Initial_Random,,
reset,2,56722,7,Initial_Random,,
reset,2,41604,7,Initial_Random,,
reset,2,8308,9,Initial_Random,,
reset,2,10982,1,Initial_Random,,
reset,2,37154,1,Initial_Random,,
reset,2,30390,5,Initial_Random,,
reset,2,55417,1,Initial_Random,,
reset,2,2743,7,entropy,2.184636116027832,0.16499298810958862
reset,2,48121,0,entropy,2.1727237701416016,0.17115268111228943
reset,2,48059,0,entropy,2.1717841625213623,0.18892233073711395
reset,2,50325,7,entropy,2.171480417251587,0.20123109221458435
reset,2,30164,4,entropy,2.1706624031066895,0.19129464030265808
reset,2,48173,0,entropy,2.170644521713257,0.17024923861026764
reset,2,5541,0,entropy,2.1702661514282227,0.2022000253200531
reset,2,19490,0,entropy,2.1702218055725098,0.1836262345314026
reset,2,10914,0,entropy,2.1687633991241455,0.19304625689983368
reset,2,53556,8,entropy,2.1684012413024902,0.1993047147989273
reset,2,17762,7,entropy,2.168295383453369,0.19719623029232025
reset,2,53441,7,entropy,2.1677350997924805,0.1877383142709732
reset,2,12969,4,entropy,2.16721248626709,0.19635510444641113
reset,2,426,7,entropy,2.167210340499878,0.1894364058971405
reset,2,25701,0,entropy,2.1670496463775635,0.17549364268779755
reset,2,27077,4,entropy,2.1667447090148926,0.18561525642871857
reset,2,24207,7,entropy,2.1665046215057373,0.2058451920747757
reset,2,31276,2,entropy,2.166175603866577,0.20481614768505096
reset,2,9426,7,entropy,2.1660966873168945,0.20278407633304596
reset,2,46546,2,entropy,2.1658236980438232,0.19247473776340485
reset,2,28309,7,entropy,2.165764093399048,0.19784985482692719
reset,2,38082,9,entropy,2.165479898452759,0.18709918856620789
reset,2,14819,2,entropy,2.165374755859375,0.20022805035114288
reset,2,56569,2,entropy,2.165310859680176,0.17032910883426666
reset,2,20715,2,entropy,2.164802312850952,0.18974877893924713
reset,2,23269,4,entropy,2.1636147499084473,0.18925127387046814
reset,2,54960,4,entropy,2.1634273529052734,0.18180939555168152
reset,2,34501,7,entropy,2.163165330886841,0.19962522387504578
reset,2,57763,7,entropy,2.162083625793457,0.17531552910804749
reset,2,22683,7,entropy,2.162003517150879,0.1896226406097412
reset,2,8565,2,entropy,2.161994695663452,0.20890413224697113
reset,2,56832,7,entropy,2.161757707595825,0.1783001571893692
reset,2,828,4,entropy,2.1616787910461426,0.19576531648635864
reset,2,52443,7,entropy,2.161372184753418,0.2098914235830307
reset,2,47585,2,entropy,2.1611478328704834,0.21139319241046906
reset,2,10140,0,entropy,2.1610336303710938,0.18257296085357666
reset,2,1341,3,entropy,2.1607167720794678,0.1923365741968155
reset,2,21328,3,entropy,2.16066575050354,0.21020008623600006
reset,2,52132,2,entropy,2.160299777984619,0.1956838071346283
reset,2,59451,4,entropy,2.160205602645874,0.19093334674835205
reset,2,35982,0,entropy,2.160168170928955,0.19223442673683167
reset,2,11734,8,entropy,2.160158395767212,0.1910935491323471
reset,2,39700,5,entropy,2.1601016521453857,0.215458482503891
reset,2,12220,6,entropy,2.1599440574645996,0.18595388531684875
reset,2,11790,5,entropy,2.159911870956421,0.20880325138568878
reset,2,48135,7,entropy,2.1596665382385254,0.19788123667240143
reset,2,44535,4,entropy,2.1595842838287354,0.19200855493545532
reset,2,11286,2,entropy,2.1593945026397705,0.1875682920217514
reset,2,11138,3,entropy,2.1593942642211914,0.20087070763111115
reset,2,41556,0,entropy,2.159257173538208,0.20796552300453186
reset,2,22082,7,entropy,2.1591250896453857,0.182689368724823
reset,2,40951,2,entropy,2.158761739730835,0.1868894398212433
reset,2,45892,9,entropy,2.1587469577789307,0.1681387573480606
reset,2,34599,7,entropy,2.1583147048950195,0.19607383012771606
reset,2,37452,0,entropy,2.1582040786743164,0.17560093104839325
reset,2,48463,2,entropy,2.157989501953125,0.21203327178955078
reset,2,626,9,entropy,2.157881021499634,0.20195434987545013
reset,2,32495,3,entropy,2.1578598022460938,0.1902436465024948
reset,2,56811,6,entropy,2.157851457595825,0.19247309863567352
reset,2,2588,6,entropy,2.157827377319336,0.19345709681510925
reset,2,756,8,entropy,2.1578235626220703,0.19981399178504944
reset,2,36704,2,entropy,2.157039165496826,0.18751603364944458
reset,2,36197,7,entropy,2.1570169925689697,0.18239083886146545
reset,2,4767,8,entropy,2.1569488048553467,0.19654761254787445
reset,2,48317,6,entropy,2.156717538833618,0.20588555932044983
reset,2,56272,7,entropy,2.156618595123291,0.1908080279827118
reset,2,28270,7,entropy,2.1565463542938232,0.19637297093868256
reset,2,29624,2,entropy,2.156522274017334,0.21479186415672302
reset,2,14229,0,entropy,2.1564838886260986,0.21877114474773407
reset,2,33933,0,entropy,2.1563339233398438,0.18064025044441223
reset,2,37068,7,entropy,2.1562533378601074,0.19727182388305664
reset,2,31155,3,entropy,2.156214952468872,0.21347524225711823
reset,2,40684,7,entropy,2.1561660766601562,0.20763182640075684
reset,2,39463,0,entropy,2.156054735183716,0.19954991340637207
reset,2,448,2,entropy,2.1557321548461914,0.21512027084827423
reset,2,24296,4,entropy,2.1555752754211426,0.20049206912517548
reset,2,54684,8,entropy,2.1555068492889404,0.19157759845256805
reset,2,17767,4,entropy,2.1555027961730957,0.2020813673734665
reset,2,12064,4,entropy,2.1554064750671387,0.19459424912929535
reset,2,28558,7,entropy,2.1553266048431396,0.18690043687820435
reset,2,49171,0,entropy,2.155301332473755,0.17010003328323364
reset,2,11732,9,entropy,2.155287981033325,0.19384871423244476
reset,2,25380,4,entropy,2.155191421508789,0.1915062814950943
reset,2,59372,0,entropy,2.1551454067230225,0.20082947611808777
reset,2,46691,4,entropy,2.1548776626586914,0.2027854174375534
reset,2,15320,6,entropy,2.154872179031372,0.19071178138256073
reset,2,29257,7,entropy,2.1546859741210938,0.1943424791097641
reset,2,2659,7,entropy,2.1546630859375,0.19947537779808044
reset,2,33976,9,entropy,2.1546530723571777,0.2031356543302536
reset,2,26638,2,entropy,2.154592514038086,0.19781525433063507
reset,2,55663,0,entropy,2.154574394226074,0.20021674036979675
reset,2,14139,2,entropy,2.154555320739746,0.20948712527751923
reset,2,16664,2,entropy,2.1544578075408936,0.20102499425411224
reset,2,5070,6,entropy,2.154435396194458,0.19908513128757477
reset,2,6337,0,entropy,2.154322862625122,0.1947840005159378
reset,2,50543,2,entropy,2.1542365550994873,0.21651691198349
reset,2,6103,0,entropy,2.1542019844055176,0.19597917795181274
reset,2,46687,2,entropy,2.1541552543640137,0.20952646434307098
reset,2,42797,0,entropy,2.1541073322296143,0.1996023803949356
reset,2,20242,2,entropy,2.1540637016296387,0.21172577142715454
reset,3,12958,8,Initial_Random,,
reset,3,24770,3,Initial_Random,,
reset,3,51847,1,Initial_Random,,
reset,3,35524,9,Initial_Random,,
reset,3,15695,0,Initial_Random,,
reset,3,44060,0,Initial_Random,,
reset,3,42506,1,Initial_Random,,
reset,3,16768,6,Initial_Random,,
reset,3,33433,1,Initial_Random,,
reset,3,11919,7,Initial_Random,,
reset,3,6266,6,Initial_Random,,
reset,3,43459,5,Initial_Random,,
reset,3,14409,9,Initial_Random,,
reset,3,47789,6,Initial_Random,,
reset,3,34605,3,Initial_Random,,
reset,3,1663,4,Initial_Random,,
reset,3,38995,9,Initial_Random,,
reset,3,18905,4,Initial_Random,,
reset,3,6685,2,Initial_Random,,
reset,3,24569,6,Initial_Random,,
reset,3,21064,0,Initial_Random,,
reset,3,8121,6,Initial_Random,,
reset,3,45875,5,Initial_Random,,
reset,3,45835,7,Initial_Random,,
reset,3,19006,0,Initial_Random,,
reset,3,50519,9,Initial_Random,,
reset,3,14430,0,Initial_Random,,
reset,3,45218,0,Initial_Random,,
reset,3,50437,1,Initial_Random,,
reset,3,58472,2,Initial_Random,,
reset,3,24164,9,Initial_Random,,
reset,3,52556,9,Initial_Random,,
reset,3,51812,9,Initial_Random,,
reset,3,31330,7,Initial_Random,,
reset,3,37246,6,Initial_Random,,
reset,3,45146,0,Initial_Random,,
reset,3,58493,1,Initial_Random,,
reset,3,27259,5,Initial_Random,,
reset,3,20936,0,Initial_Random,,
reset,3,47425,8,Initial_Random,,
reset,3,32589,7,Initial_Random,,
reset,3,23275,9,Initial_Random,,
reset,3,50091,5,Initial_Random,,
reset,3,52483,8,Initial_Random,,
reset,3,59635,5,Initial_Random,,
reset,3,10183,9,Initial_Random,,
reset,3,56512,0,Initial_Random,,
reset,3,50354,0,Initial_Random,,
reset,3,21237,6,Initial_Random,,
reset,3,12827,4,Initial_Random,,
reset,3,39308,8,Initial_Random,,
reset,3,35058,3,Initial_Random,,
reset,3,45209,6,Initial_Random,,
reset,3,9889,9,Initial_Random,,
reset,3,17398,9,Initial_Random,,
reset,3,7671,1,Initial_Random,,
reset,3,53414,5,Initial_Random,,
reset,3,56656,1,Initial_Random,,
reset,3,32226,8,Initial_Random,,
reset,3,23634,3,Initial_Random,,
reset,3,8193,0,Initial_Random,,
reset,3,45920,2,Initial_Random,,
reset,3,34874,1,Initial_Random,,
reset,3,57246,9,Initial_Random,,
reset,3,35672,9,Initial_Random,,
reset,3,15379,3,Initial_Random,,
reset,3,33248,4,Initial_Random,,
reset,3,46043,6,Initial_Random,,
reset,3,38594,5,Initial_Random,,
reset,3,51471,3,Initial_Random,,
reset,3,31413,5,Initial_Random,,
reset,3,23347,8,Initial_Random,,
reset,3,58392,6,Initial_Random,,
reset,3,33624,3,Initial_Random,,
reset,3,10774,6,Initial_Random,,
reset,3,7327,4,Initial_Random,,
reset,3,11609,5,Initial_Random,,
reset,3,53442,9,Initial_Random,,
reset,3,7726,4,Initial_Random,,
reset,3,22860,0,Initial_Random,,
reset,3,23294,3,Initial_Random,,
reset,3,26415,0,Initial_Random,,
reset,3,47349,7,Initial_Random,,
reset,3,9843,7,Initial_Random,,
reset,3,78,1,Initial_Random,,
reset,3,58456,5,Initial_Random,,
reset,3,45076,1,Initial_Random,,
reset,3,26184,0,Initial_Random,,
reset,3,35831,1,Initial_Random,,
reset,3,24801,7,Initial_Random,,
reset,3,30969,1,Initial_Random,,
reset,3,29381,8,Initial_Random,,
reset,3,49987,0,Initial_Random,,
reset,3,56722,7,Initial_Random,,
reset,3,41604,7,Initial_Random,,
reset,3,8308,9,Initial_Random,,
reset,3,10982,1,Initial_Random,,
reset,3,37154,1,Initial_Random,,
reset,3,30390,5,Initial_Random,,
reset,3,55417,1,Initial_Random,,
reset,3,2743,7,entropy,2.184636116027832,0.16499298810958862
reset,3,48121,0,entropy,2.1727237701416016,0.17115268111228943
reset,3,48059,0,entropy,2.1717841625213623,0.18892233073711395
reset,3,50325,7,entropy,2.171480417251587,0.20123109221458435
reset,3,30164,4,entropy,2.1706624031066895,0.19129464030265808
reset,3,48173,0,entropy,2.170644521713257,0.17024923861026764
reset,3,5541,0,entropy,2.1702661514282227,0.2022000253200531
reset,3,19490,0,entropy,2.1702218055725098,0.1836262345314026
reset,3,10914,0,entropy,2.1687633991241455,0.19304625689983368
reset,3,53556,8,entropy,2.1684012413024902,0.1993047147989273
reset,3,17762,7,entropy,2.168295383453369,0.19719623029232025
reset,3,53441,7,entropy,2.1677350997924805,0.1877383142709732
reset,3,12969,4,entropy,2.16721248626709,0.19635510444641113
reset,3,426,7,entropy,2.167210340499878,0.1894364058971405
reset,3,25701,0,entropy,2.1670496463775635,0.17549364268779755
reset,3,27077,4,entropy,2.1667447090148926,0.18561525642871857
reset,3,24207,7,entropy,2.1665046215057373,0.2058451920747757
reset,3,31276,2,entropy,2.166175603866577,0.20481614768505096
reset,3,9426,7,entropy,2.1660966873168945,0.20278407633304596
reset,3,46546,2,entropy,2.1658236980438232,0.19247473776340485
reset,3,28309,7,entropy,2.165764093399048,0.19784985482692719
reset,3,38082,9,entropy,2.165479898452759,0.18709918856620789
reset,3,14819,2,entropy,2.165374755859375,0.20022805035114288
reset,3,56569,2,entropy,2.165310859680176,0.17032910883426666
reset,3,20715,2,entropy,2.164802312850952,0.18974877893924713
reset,3,23269,4,entropy,2.1636147499084473,0.18925127387046814
reset,3,54960,4,entropy,2.1634273529052734,0.18180939555168152
reset,3,34501,7,entropy,2.163165330886841,0.19962522387504578
reset,3,57763,7,entropy,2.162083625793457,0.17531552910804749
reset,3,22683,7,entropy,2.162003517150879,0.1896226406097412
reset,3,8565,2,entropy,2.161994695663452,0.20890413224697113
reset,3,56832,7,entropy,2.161757707595825,0.1783001571893692
reset,3,828,4,entropy,2.1616787910461426,0.19576531648635864
reset,3,52443,7,entropy,2.161372184753418,0.2098914235830307
reset,3,47585,2,entropy,2.1611478328704834,0.21139319241046906
reset,3,10140,0,entropy,2.1610336303710938,0.18257296085357666
reset,3,1341,3,entropy,2.1607167720794678,0.1923365741968155
reset,3,21328,3,entropy,2.16066575050354,0.21020008623600006
reset,3,52132,2,entropy,2.160299777984619,0.1956838071346283
reset,3,59451,4,entropy,2.160205602645874,0.19093334674835205
reset,3,35982,0,entropy,2.160168170928955,0.19223442673683167
reset,3,11734,8,entropy,2.160158395767212,0.1910935491323471
reset,3,39700,5,entropy,2.1601016521453857,0.215458482503891
reset,3,12220,6,entropy,2.1599440574645996,0.18595388531684875
reset,3,11790,5,entropy,2.159911870956421,0.20880325138568878
reset,3,48135,7,entropy,2.1596665382385254,0.19788123667240143
reset,3,44535,4,entropy,2.1595842838287354,0.19200855493545532
reset,3,11286,2,entropy,2.1593945026397705,0.1875682920217514
reset,3,11138,3,entropy,2.1593942642211914,0.20087070763111115
reset,3,41556,0,entropy,2.159257173538208,0.20796552300453186
reset,3,22082,7,entropy,2.1591250896453857,0.182689368724823
reset,3,40951,2,entropy,2.158761739730835,0.1868894398212433
reset,3,45892,9,entropy,2.1587469577789307,0.1681387573480606
reset,3,34599,7,entropy,2.1583147048950195,0.19607383012771606
reset,3,37452,0,entropy,2.1582040786743164,0.17560093104839325
reset,3,48463,2,entropy,2.157989501953125,0.21203327178955078
reset,3,626,9,entropy,2.157881021499634,0.20195434987545013
reset,3,32495,3,entropy,2.1578598022460938,0.1902436465024948
reset,3,56811,6,entropy,2.157851457595825,0.19247309863567352
reset,3,2588,6,entropy,2.157827377319336,0.19345709681510925
reset,3,756,8,entropy,2.1578235626220703,0.19981399178504944
reset,3,36704,2,entropy,2.157039165496826,0.18751603364944458
reset,3,36197,7,entropy,2.1570169925689697,0.18239083886146545
reset,3,4767,8,entropy,2.1569488048553467,0.19654761254787445
reset,3,48317,6,entropy,2.156717538833618,0.20588555932044983
reset,3,56272,7,entropy,2.156618595123291,0.1908080279827118
reset,3,28270,7,entropy,2.1565463542938232,0.19637297093868256
reset,3,29624,2,entropy,2.156522274017334,0.21479186415672302
reset,3,14229,0,entropy,2.1564838886260986,0.21877114474773407
reset,3,33933,0,entropy,2.1563339233398438,0.18064025044441223
reset,3,37068,7,entropy,2.1562533378601074,0.19727182388305664
reset,3,31155,3,entropy,2.156214952468872,0.21347524225711823
reset,3,40684,7,entropy,2.1561660766601562,0.20763182640075684
reset,3,39463,0,entropy,2.156054735183716,0.19954991340637207
reset,3,448,2,entropy,2.1557321548461914,0.21512027084827423
reset,3,24296,4,entropy,2.1555752754211426,0.20049206912517548
reset,3,54684,8,entropy,2.1555068492889404,0.19157759845256805
reset,3,17767,4,entropy,2.1555027961730957,0.2020813673734665
reset,3,12064,4,entropy,2.1554064750671387,0.19459424912929535
reset,3,28558,7,entropy,2.1553266048431396,0.18690043687820435
reset,3,49171,0,entropy,2.155301332473755,0.17010003328323364
reset,3,11732,9,entropy,2.155287981033325,0.19384871423244476
reset,3,25380,4,entropy,2.155191421508789,0.1915062814950943
reset,3,59372,0,entropy,2.1551454067230225,0.20082947611808777
reset,3,46691,4,entropy,2.1548776626586914,0.2027854174375534
reset,3,15320,6,entropy,2.154872179031372,0.19071178138256073
reset,3,29257,7,entropy,2.1546859741210938,0.1943424791097641
reset,3,2659,7,entropy,2.1546630859375,0.19947537779808044
reset,3,33976,9,entropy,2.1546530723571777,0.2031356543302536
reset,3,26638,2,entropy,2.154592514038086,0.19781525433063507
reset,3,55663,0,entropy,2.154574394226074,0.20021674036979675
reset,3,14139,2,entropy,2.154555320739746,0.20948712527751923
reset,3,16664,2,entropy,2.1544578075408936,0.20102499425411224
reset,3,5070,6,entropy,2.154435396194458,0.19908513128757477
reset,3,6337,0,entropy,2.154322862625122,0.1947840005159378
reset,3,50543,2,entropy,2.1542365550994873,0.21651691198349
reset,3,6103,0,entropy,2.1542019844055176,0.19597917795181274
reset,3,46687,2,entropy,2.1541552543640137,0.20952646434307098
reset,3,42797,0,entropy,2.1541073322296143,0.1996023803949356
reset,3,20242,2,entropy,2.1540637016296387,0.21172577142715454
reset,3,44372,0,entropy,2.1325016021728516,0.19175264239311218
reset,3,52453,2,entropy,2.1241071224212646,0.21609047055244446
reset,3,17967,3,entropy,2.11007022857666,0.22521483898162842
reset,3,22954,0,entropy,2.1046934127807617,0.23282302916049957
reset,3,17973,2,entropy,2.099881887435913,0.20500889420509338
reset,3,19979,0,entropy,2.0957870483398438,0.23052679002285004
reset,3,37745,3,entropy,2.091855525970459,0.20026333630084991
reset,3,31173,0,entropy,2.0884668827056885,0.23170804977416992
reset,3,14157,0,entropy,2.087886095046997,0.25831228494644165
reset,3,19245,2,entropy,2.0867624282836914,0.2601955831050873
reset,3,42839,2,entropy,2.084449291229248,0.24697615206241608
reset,3,59415,2,entropy,2.0810136795043945,0.20560429990291595
reset,3,53290,0,entropy,2.0753285884857178,0.27954742312431335
reset,3,30196,0,entropy,2.0724945068359375,0.2691824436187744
reset,3,35720,0,entropy,2.071751117706299,0.2194918543100357
reset,3,2084,0,entropy,2.0669941902160645,0.23183266818523407
reset,3,4653,0,entropy,2.0665998458862305,0.2667219042778015
reset,3,35832,2,entropy,2.0647952556610107,0.2364748865365982
reset,3,36569,0,entropy,2.063913106918335,0.25209343433380127
reset,3,10317,2,entropy,2.0618982315063477,0.25833407044410706
reset,3,59707,3,entropy,2.0614044666290283,0.1713210493326187
reset,3,27894,0,entropy,2.059939384460449,0.2293536514043808
reset,3,14717,0,entropy,2.0579183101654053,0.22800211608409882
reset,3,33488,2,entropy,2.057692289352417,0.20398199558258057
reset,3,33854,3,entropy,2.0570297241210938,0.2531029284000397
reset,3,36209,2,entropy,2.056983470916748,0.2627806067466736
reset,3,19209,0,entropy,2.0562734603881836,0.2732601463794708
reset,3,30054,2,entropy,2.054628372192383,0.2507748305797577
reset,3,52700,3,entropy,2.0541582107543945,0.1821667104959488
reset,3,43632,2,entropy,2.0541534423828125,0.2528277039527893
reset,3,2866,2,entropy,2.054133415222168,0.19442740082740784
reset,3,37079,0,entropy,2.053614616394043,0.28213587403297424
reset,3,10978,2,entropy,2.0529778003692627,0.25190502405166626
reset,3,5458,3,entropy,2.0503950119018555,0.19875559210777283
reset,3,37198,8,entropy,2.050178289413452,0.28170788288116455
reset,3,52501,2,entropy,2.0498573780059814,0.22734306752681732
reset,3,4891,3,entropy,2.048149347305298,0.2255900353193283
reset,3,42759,0,entropy,2.0479235649108887,0.2602127194404602
reset,3,6023,0,entropy,2.0466361045837402,0.27381613850593567
reset,3,49838,6,entropy,2.046259641647339,0.24779734015464783
reset,3,23757,2,entropy,2.0462188720703125,0.20430390536785126
reset,3,52028,0,entropy,2.043598175048828,0.2987496554851532
reset,3,57682,0,entropy,2.0433669090270996,0.2929556965827942
reset,3,12430,3,entropy,2.043196439743042,0.25001540780067444
reset,3,54220,2,entropy,2.0429487228393555,0.25875261425971985
reset,3,56069,2,entropy,2.0428977012634277,0.21932855248451233
reset,3,32994,6,entropy,2.0425174236297607,0.2098558396100998
reset,3,31947,2,entropy,2.042314291000366,0.2144797146320343
reset,3,30232,6,entropy,2.0421900749206543,0.29110926389694214
reset,3,16873,3,entropy,2.041818618774414,0.22764939069747925
reset,3,14165,0,entropy,2.040785551071167,0.2697407901287079
reset,3,9118,9,entropy,2.040707588195801,0.3081473410129547
reset,3,30454,6,entropy,2.040492534637451,0.24734970927238464
reset,3,51576,8,entropy,2.0403659343719482,0.2222806066274643
reset,3,8611,2,entropy,2.040203809738159,0.2823065519332886
reset,3,49776,2,entropy,2.0401244163513184,0.2461325228214264
reset,3,53385,3,entropy,2.0400710105895996,0.2016260027885437
reset,3,15187,2,entropy,2.038921356201172,0.24207434058189392
reset,3,16460,0,entropy,2.0388400554656982,0.2570083737373352
reset,3,10308,2,entropy,2.038306713104248,0.24214883148670197
