Mode,Cycle,Train_Image_Index,True Label,Sampling Reason,Entropy_Score,Confidence_Score
continue,2,43040,2,Initial_Random,,
continue,2,40671,4,Initial_Random,,
continue,2,52057,5,Initial_Random,,
continue,2,23738,9,Initial_Random,,
continue,2,43299,8,Initial_Random,,
continue,2,1190,6,Initial_Random,,
continue,2,35340,2,Initial_Random,,
continue,2,37489,2,Initial_Random,,
continue,2,25178,5,Initial_Random,,
continue,2,25631,3,Initial_Random,,
continue,2,43176,2,Initial_Random,,
continue,2,16282,8,Initial_Random,,
continue,2,39044,0,Initial_Random,,
continue,2,6112,5,Initial_Random,,
continue,2,37245,7,Initial_Random,,
continue,2,263,7,Initial_Random,,
continue,2,13711,1,Initial_Random,,
continue,2,19326,3,Initial_Random,,
continue,2,26398,5,Initial_Random,,
continue,2,5655,1,Initial_Random,,
continue,2,58531,4,Initial_Random,,
continue,2,31687,5,Initial_Random,,
continue,2,38193,3,Initial_Random,,
continue,2,19092,3,Initial_Random,,
continue,2,55809,7,Initial_Random,,
continue,2,37707,6,Initial_Random,,
continue,2,1882,9,Initial_Random,,
continue,2,43588,8,Initial_Random,,
continue,2,36432,3,Initial_Random,,
continue,2,50440,7,Initial_Random,,
continue,2,44832,7,Initial_Random,,
continue,2,31147,6,Initial_Random,,
continue,2,4021,8,Initial_Random,,
continue,2,48909,7,Initial_Random,,
continue,2,21122,6,Initial_Random,,
continue,2,31595,3,Initial_Random,,
continue,2,28654,5,Initial_Random,,
continue,2,31416,4,Initial_Random,,
continue,2,17691,2,Initial_Random,,
continue,2,49934,4,Initial_Random,,
continue,2,53060,7,Initial_Random,,
continue,2,13859,3,Initial_Random,,
continue,2,14837,2,Initial_Random,,
continue,2,20441,2,Initial_Random,,
continue,2,35848,8,Initial_Random,,
continue,2,47354,2,Initial_Random,,
continue,2,50121,7,Initial_Random,,
continue,2,53874,3,Initial_Random,,
continue,2,20617,4,Initial_Random,,
continue,2,36491,6,Initial_Random,,
continue,2,58984,4,Initial_Random,,
continue,2,16900,3,Initial_Random,,
continue,2,50541,1,Initial_Random,,
continue,2,8345,7,Initial_Random,,
continue,2,20740,7,Initial_Random,,
continue,2,23603,7,Initial_Random,,
continue,2,121,0,manual,,
continue,2,43497,0,manual,,
continue,2,31288,0,manual,,
continue,2,14613,0,manual,,
continue,2,37,0,manual,,
continue,2,2944,0,manual,,
continue,2,17655,0,manual,,
continue,2,5514,0,manual,,
continue,2,54108,0,manual,,
continue,2,1626,0,manual,,
continue,2,5133,0,manual,,
continue,2,30721,1,manual,,
continue,2,4029,1,manual,,
continue,2,37936,1,manual,,
continue,2,50150,1,manual,,
continue,2,56365,1,manual,,
continue,2,43128,1,manual,,
continue,2,56902,1,manual,,
continue,2,17812,1,manual,,
continue,2,5785,1,manual,,
continue,2,12436,1,manual,,
continue,2,55449,1,manual,,
continue,2,10535,2,manual,,
continue,2,32928,2,manual,,
continue,2,26011,2,manual,,
continue,2,52358,2,manual,,
continue,2,54765,2,manual,,
continue,2,33197,2,manual,,
continue,2,49181,2,manual,,
continue,2,35599,2,manual,,
continue,2,7467,2,manual,,
continue,2,29726,2,manual,,
continue,2,17909,2,manual,,
continue,2,57679,3,manual,,
continue,2,18766,3,manual,,
continue,2,35794,3,manual,,
continue,2,51946,3,manual,,
continue,2,47192,3,manual,,
continue,2,18240,3,manual,,
continue,2,48587,3,manual,,
continue,2,20833,3,manual,,
continue,2,28773,3,manual,,
continue,2,27718,3,manual,,
continue,2,32505,3,manual,,
continue,2,10331,4,manual,,
continue,2,10704,4,manual,,
continue,2,59432,4,manual,,
continue,2,48959,4,manual,,
continue,2,39110,4,manual,,
continue,2,52823,4,manual,,
continue,2,40950,4,manual,,
continue,2,28493,4,manual,,
continue,2,47089,4,manual,,
continue,2,46357,4,manual,,
continue,2,27694,4,manual,,
continue,2,46244,5,manual,,
continue,2,51258,5,manual,,
continue,2,11882,5,manual,,
continue,2,51990,5,manual,,
continue,2,59190,5,manual,,
continue,2,25198,5,manual,,
continue,2,23920,5,manual,,
continue,2,20331,5,manual,,
continue,2,39923,5,manual,,
continue,2,58845,5,manual,,
continue,2,13591,5,manual,,
continue,2,14565,6,manual,,
continue,2,16167,6,manual,,
continue,2,30648,6,manual,,
continue,2,32999,6,manual,,
continue,2,40828,6,manual,,
continue,2,6799,6,manual,,
continue,2,48328,6,manual,,
continue,2,44817,6,manual,,
continue,2,36176,6,manual,,
continue,2,54496,6,manual,,
continue,2,41690,6,manual,,
continue,2,23978,7,manual,,
continue,2,20720,7,manual,,
continue,2,44975,7,manual,,
continue,2,57255,7,manual,,
continue,2,11185,7,manual,,
continue,2,46615,7,manual,,
continue,2,46770,7,manual,,
continue,2,5349,7,manual,,
continue,2,56432,7,manual,,
continue,2,46404,7,manual,,
continue,2,28179,7,manual,,
continue,2,59927,9,manual,,
continue,2,29234,9,manual,,
continue,2,26259,9,manual,,
continue,2,59027,9,manual,,
continue,2,36830,9,manual,,
continue,2,22072,9,manual,,
continue,2,4399,9,manual,,
continue,2,20638,9,manual,,
continue,2,38154,9,manual,,
continue,2,28808,9,manual,,
continue,2,52304,9,manual,,
continue,2,3322,9,manual,,
continue,3,14419,0,Initial_Random,,
continue,3,41262,6,Initial_Random,,
continue,3,58138,8,Initial_Random,,
continue,3,9053,3,Initial_Random,,
continue,3,6672,4,Initial_Random,,
continue,3,55677,3,Initial_Random,,
continue,3,694,8,Initial_Random,,
continue,3,30846,4,Initial_Random,,
continue,3,507,1,Initial_Random,,
continue,3,51272,8,Initial_Random,,
continue,3,27513,8,Initial_Random,,
continue,3,23022,3,Initial_Random,,
continue,3,4198,6,Initial_Random,,
continue,3,55095,0,Initial_Random,,
continue,3,31534,1,Initial_Random,,
continue,3,29795,6,Initial_Random,,
continue,3,56968,0,Initial_Random,,
continue,3,39272,4,Initial_Random,,
continue,3,54095,2,Initial_Random,,
continue,3,50278,7,Initial_Random,,
continue,3,34244,0,Initial_Random,,
continue,3,58351,9,Initial_Random,,
continue,3,539,8,Initial_Random,,
continue,3,55534,8,Initial_Random,,
continue,3,3781,9,Initial_Random,,
continue,3,3745,9,Initial_Random,,
continue,3,28013,2,Initial_Random,,
continue,3,18722,9,Initial_Random,,
continue,3,6649,2,Initial_Random,,
continue,3,33770,8,Initial_Random,,
continue,3,39809,4,Initial_Random,,
continue,3,2738,2,Initial_Random,,
continue,3,41054,7,Initial_Random,,
continue,3,37893,4,Initial_Random,,
continue,3,25367,9,Initial_Random,,
continue,3,8877,0,Initial_Random,,
continue,3,53062,4,Initial_Random,,
continue,3,32633,6,Initial_Random,,
continue,3,45940,3,Initial_Random,,
continue,3,6602,6,Initial_Random,,
continue,3,8657,4,Initial_Random,,
continue,3,434,9,Initial_Random,,
continue,3,47134,9,Initial_Random,,
continue,3,8029,8,Initial_Random,,
continue,3,43040,2,Initial_Random,,
continue,3,40671,4,Initial_Random,,
continue,3,52057,5,Initial_Random,,
continue,3,23738,9,Initial_Random,,
continue,3,43299,8,Initial_Random,,
continue,3,1190,6,Initial_Random,,
continue,3,35340,2,Initial_Random,,
continue,3,37489,2,Initial_Random,,
continue,3,25178,5,Initial_Random,,
continue,3,25631,3,Initial_Random,,
continue,3,43176,2,Initial_Random,,
continue,3,16282,8,Initial_Random,,
continue,3,39044,0,Initial_Random,,
continue,3,6112,5,Initial_Random,,
continue,3,37245,7,Initial_Random,,
continue,3,263,7,Initial_Random,,
continue,3,13711,1,Initial_Random,,
continue,3,19326,3,Initial_Random,,
continue,3,26398,5,Initial_Random,,
continue,3,5655,1,Initial_Random,,
continue,3,58531,4,Initial_Random,,
continue,3,31687,5,Initial_Random,,
continue,3,38193,3,Initial_Random,,
continue,3,19092,3,Initial_Random,,
continue,3,55809,7,Initial_Random,,
continue,3,37707,6,Initial_Random,,
continue,3,1882,9,Initial_Random,,
continue,3,43588,8,Initial_Random,,
continue,3,36432,3,Initial_Random,,
continue,3,50440,7,Initial_Random,,
continue,3,44832,7,Initial_Random,,
continue,3,31147,6,Initial_Random,,
continue,3,4021,8,Initial_Random,,
continue,3,48909,7,Initial_Random,,
continue,3,21122,6,Initial_Random,,
continue,3,31595,3,Initial_Random,,
continue,3,28654,5,Initial_Random,,
continue,3,31416,4,Initial_Random,,
continue,3,17691,2,Initial_Random,,
continue,3,49934,4,Initial_Random,,
continue,3,53060,7,Initial_Random,,
continue,3,13859,3,Initial_Random,,
continue,3,14837,2,Initial_Random,,
continue,3,20441,2,Initial_Random,,
continue,3,35848,8,Initial_Random,,
continue,3,47354,2,Initial_Random,,
continue,3,50121,7,Initial_Random,,
continue,3,53874,3,Initial_Random,,
continue,3,20617,4,Initial_Random,,
continue,3,36491,6,Initial_Random,,
continue,3,58984,4,Initial_Random,,
continue,3,16900,3,Initial_Random,,
continue,3,50541,1,Initial_Random,,
continue,3,8345,7,Initial_Random,,
continue,3,20740,7,Initial_Random,,
continue,3,23603,7,Initial_Random,,
continue,3,121,0,manual,,
continue,3,43497,0,manual,,
continue,3,31288,0,manual,,
continue,3,14613,0,manual,,
continue,3,37,0,manual,,
continue,3,2944,0,manual,,
continue,3,17655,0,manual,,
continue,3,5514,0,manual,,
continue,3,54108,0,manual,,
continue,3,1626,0,manual,,
continue,3,5133,0,manual,,
continue,3,30721,1,manual,,
continue,3,4029,1,manual,,
continue,3,37936,1,manual,,
continue,3,50150,1,manual,,
continue,3,56365,1,manual,,
continue,3,43128,1,manual,,
continue,3,56902,1,manual,,
continue,3,17812,1,manual,,
continue,3,5785,1,manual,,
continue,3,12436,1,manual,,
continue,3,55449,1,manual,,
continue,3,10535,2,manual,,
continue,3,32928,2,manual,,
continue,3,26011,2,manual,,
continue,3,52358,2,manual,,
continue,3,54765,2,manual,,
continue,3,33197,2,manual,,
continue,3,49181,2,manual,,
continue,3,35599,2,manual,,
continue,3,7467,2,manual,,
continue,3,29726,2,manual,,
continue,3,17909,2,manual,,
continue,3,57679,3,manual,,
continue,3,18766,3,manual,,
continue,3,35794,3,manual,,
continue,3,51946,3,manual,,
continue,3,47192,3,manual,,
continue,3,18240,3,manual,,
continue,3,48587,3,manual,,
continue,3,20833,3,manual,,
continue,3,28773,3,manual,,
continue,3,27718,3,manual,,
continue,3,32505,3,manual,,
continue,3,10331,4,manual,,
continue,3,10704,4,manual,,
continue,3,59432,4,manual,,
continue,3,48959,4,manual,,
continue,3,39110,4,manual,,
continue,3,52823,4,manual,,
continue,3,40950,4,manual,,
continue,3,28493,4,manual,,
continue,3,47089,4,manual,,
continue,3,46357,4,manual,,
continue,3,27694,4,manual,,
continue,3,46244,5,manual,,
continue,3,51258,5,manual,,
continue,3,11882,5,manual,,
continue,3,51990,5,manual,,
continue,3,59190,5,manual,,
continue,3,25198,5,manual,,
continue,3,23920,5,manual,,
continue,3,20331,5,manual,,
continue,3,39923,5,manual,,
continue,3,58845,5,manual,,
continue,3,13591,5,manual,,
continue,3,14565,6,manual,,
continue,3,16167,6,manual,,
continue,3,30648,6,manual,,
continue,3,32999,6,manual,,
continue,3,40828,6,manual,,
continue,3,6799,6,manual,,
continue,3,48328,6,manual,,
continue,3,44817,6,manual,,
continue,3,36176,6,manual,,
continue,3,54496,6,manual,,
continue,3,41690,6,manual,,
continue,3,23978,7,manual,,
continue,3,20720,7,manual,,
continue,3,44975,7,manual,,
continue,3,57255,7,manual,,
continue,3,11185,7,manual,,
continue,3,46615,7,manual,,
continue,3,46770,7,manual,,
continue,3,5349,7,manual,,
continue,3,56432,7,manual,,
continue,3,46404,7,manual,,
continue,3,28179,7,manual,,
continue,3,59927,9,manual,,
continue,3,29234,9,manual,,
continue,3,26259,9,manual,,
continue,3,59027,9,manual,,
continue,3,36830,9,manual,,
continue,3,22072,9,manual,,
continue,3,4399,9,manual,,
continue,3,20638,9,manual,,
continue,3,38154,9,manual,,
continue,3,28808,9,manual,,
continue,3,52304,9,manual,,
continue,3,3322,9,manual,,
continue,3,41877,0,manual,,
continue,3,9677,0,manual,,
continue,3,42185,0,manual,,
continue,3,57917,0,manual,,
continue,3,42180,0,manual,,
continue,3,50534,0,manual,,
continue,3,46436,0,manual,,
continue,3,31604,0,manual,,
continue,3,18892,0,manual,,
continue,3,43727,0,manual,,
continue,3,36869,0,manual,,
continue,3,16148,1,manual,,
continue,3,58322,1,manual,,
continue,3,14293,1,manual,,
continue,3,12845,1,manual,,
continue,3,52362,1,manual,,
continue,3,36094,1,manual,,
continue,3,23727,1,manual,,
continue,3,40864,1,manual,,
continue,3,29227,1,manual,,
continue,3,36594,1,manual,,
continue,3,14541,1,manual,,
continue,3,11667,2,manual,,
continue,3,39097,2,manual,,
continue,3,25442,2,manual,,
continue,3,39032,2,manual,,
continue,3,41004,2,manual,,
continue,3,17089,2,manual,,
continue,3,7787,2,manual,,
continue,3,24303,2,manual,,
continue,3,39162,2,manual,,
continue,3,23323,2,manual,,
continue,3,3848,2,manual,,
continue,3,40520,3,manual,,
continue,3,40996,3,manual,,
continue,3,23700,3,manual,,
continue,3,52565,3,manual,,
continue,3,41590,3,manual,,
continue,3,4156,3,manual,,
continue,3,12656,3,manual,,
continue,3,44134,3,manual,,
continue,3,8879,3,manual,,
continue,3,19465,3,manual,,
continue,3,25425,3,manual,,
continue,3,10433,4,manual,,
continue,3,44294,4,manual,,
continue,3,51056,4,manual,,
continue,3,58279,4,manual,,
continue,3,7984,4,manual,,
continue,3,33711,4,manual,,
continue,3,40990,4,manual,,
continue,3,15615,4,manual,,
continue,3,237,4,manual,,
continue,3,30927,4,manual,,
continue,3,58300,4,manual,,
continue,3,31402,5,manual,,
continue,3,23938,5,manual,,
continue,3,38944,5,manual,,
continue,3,27539,5,manual,,
continue,3,58862,5,manual,,
continue,3,40599,5,manual,,
continue,3,56014,5,manual,,
continue,3,14233,5,manual,,
continue,3,33972,5,manual,,
continue,3,46891,5,manual,,
continue,3,7390,5,manual,,
continue,3,41439,6,manual,,
continue,3,5837,6,manual,,
continue,3,24383,6,manual,,
continue,3,43979,6,manual,,
continue,3,3288,6,manual,,
continue,3,23850,6,manual,,
continue,3,52820,6,manual,,
continue,3,2158,6,manual,,
continue,3,9574,6,manual,,
continue,3,19523,6,manual,,
continue,3,11183,6,manual,,
continue,3,51353,7,manual,,
continue,3,7679,7,manual,,
continue,3,20312,7,manual,,
continue,3,23661,7,manual,,
continue,3,38672,7,manual,,
continue,3,19341,7,manual,,
continue,3,21710,7,manual,,
continue,3,36603,7,manual,,
continue,3,15168,7,manual,,
continue,3,17248,7,manual,,
continue,3,33809,7,manual,,
continue,3,6893,9,manual,,
continue,3,13130,9,manual,,
continue,3,54504,9,manual,,
continue,3,32089,9,manual,,
continue,3,59221,9,manual,,
continue,3,20554,9,manual,,
continue,3,38470,9,manual,,
continue,3,50832,9,manual,,
continue,3,5558,9,manual,,
continue,3,33422,9,manual,,
continue,3,47323,9,manual,,
continue,3,52236,9,manual,,
continue,4,14419,0,Initial_Random,,
continue,4,41262,6,Initial_Random,,
continue,4,58138,8,Initial_Random,,
continue,4,9053,3,Initial_Random,,
continue,4,6672,4,Initial_Random,,
continue,4,55677,3,Initial_Random,,
continue,4,694,8,Initial_Random,,
continue,4,30846,4,Initial_Random,,
continue,4,507,1,Initial_Random,,
continue,4,51272,8,Initial_Random,,
continue,4,27513,8,Initial_Random,,
continue,4,23022,3,Initial_Random,,
continue,4,4198,6,Initial_Random,,
continue,4,55095,0,Initial_Random,,
continue,4,31534,1,Initial_Random,,
continue,4,29795,6,Initial_Random,,
continue,4,56968,0,Initial_Random,,
continue,4,39272,4,Initial_Random,,
continue,4,54095,2,Initial_Random,,
continue,4,50278,7,Initial_Random,,
continue,4,34244,0,Initial_Random,,
continue,4,58351,9,Initial_Random,,
continue,4,539,8,Initial_Random,,
continue,4,55534,8,Initial_Random,,
continue,4,3781,9,Initial_Random,,
continue,4,3745,9,Initial_Random,,
continue,4,28013,2,Initial_Random,,
continue,4,18722,9,Initial_Random,,
continue,4,6649,2,Initial_Random,,
continue,4,33770,8,Initial_Random,,
continue,4,39809,4,Initial_Random,,
continue,4,2738,2,Initial_Random,,
continue,4,41054,7,Initial_Random,,
continue,4,37893,4,Initial_Random,,
continue,4,25367,9,Initial_Random,,
continue,4,8877,0,Initial_Random,,
continue,4,53062,4,Initial_Random,,
continue,4,32633,6,Initial_Random,,
continue,4,45940,3,Initial_Random,,
continue,4,6602,6,Initial_Random,,
continue,4,8657,4,Initial_Random,,
continue,4,434,9,Initial_Random,,
continue,4,47134,9,Initial_Random,,
continue,4,8029,8,Initial_Random,,
continue,4,43040,2,Initial_Random,,
continue,4,40671,4,Initial_Random,,
continue,4,52057,5,Initial_Random,,
continue,4,23738,9,Initial_Random,,
continue,4,43299,8,Initial_Random,,
continue,4,1190,6,Initial_Random,,
continue,4,35340,2,Initial_Random,,
continue,4,37489,2,Initial_Random,,
continue,4,25178,5,Initial_Random,,
continue,4,25631,3,Initial_Random,,
continue,4,43176,2,Initial_Random,,
continue,4,16282,8,Initial_Random,,
continue,4,39044,0,Initial_Random,,
continue,4,6112,5,Initial_Random,,
continue,4,37245,7,Initial_Random,,
continue,4,263,7,Initial_Random,,
continue,4,13711,1,Initial_Random,,
continue,4,19326,3,Initial_Random,,
continue,4,26398,5,Initial_Random,,
continue,4,5655,1,Initial_Random,,
continue,4,58531,4,Initial_Random,,
continue,4,31687,5,Initial_Random,,
continue,4,38193,3,Initial_Random,,
continue,4,19092,3,Initial_Random,,
continue,4,55809,7,Initial_Random,,
continue,4,37707,6,Initial_Random,,
continue,4,1882,9,Initial_Random,,
continue,4,43588,8,Initial_Random,,
continue,4,36432,3,Initial_Random,,
continue,4,50440,7,Initial_Random,,
continue,4,44832,7,Initial_Random,,
continue,4,31147,6,Initial_Random,,
continue,4,4021,8,Initial_Random,,
continue,4,48909,7,Initial_Random,,
continue,4,21122,6,Initial_Random,,
continue,4,31595,3,Initial_Random,,
continue,4,28654,5,Initial_Random,,
continue,4,31416,4,Initial_Random,,
continue,4,17691,2,Initial_Random,,
continue,4,49934,4,Initial_Random,,
continue,4,53060,7,Initial_Random,,
continue,4,13859,3,Initial_Random,,
continue,4,14837,2,Initial_Random,,
continue,4,20441,2,Initial_Random,,
continue,4,35848,8,Initial_Random,,
continue,4,47354,2,Initial_Random,,
continue,4,50121,7,Initial_Random,,
continue,4,53874,3,Initial_Random,,
continue,4,20617,4,Initial_Random,,
continue,4,36491,6,Initial_Random,,
continue,4,58984,4,Initial_Random,,
continue,4,16900,3,Initial_Random,,
continue,4,50541,1,Initial_Random,,
continue,4,8345,7,Initial_Random,,
continue,4,20740,7,Initial_Random,,
continue,4,23603,7,Initial_Random,,
continue,4,121,0,manual,,
continue,4,43497,0,manual,,
continue,4,31288,0,manual,,
continue,4,14613,0,manual,,
continue,4,37,0,manual,,
continue,4,2944,0,manual,,
continue,4,17655,0,manual,,
continue,4,5514,0,manual,,
continue,4,54108,0,manual,,
continue,4,1626,0,manual,,
continue,4,5133,0,manual,,
continue,4,30721,1,manual,,
continue,4,4029,1,manual,,
continue,4,37936,1,manual,,
continue,4,50150,1,manual,,
continue,4,56365,1,manual,,
continue,4,43128,1,manual,,
continue,4,56902,1,manual,,
continue,4,17812,1,manual,,
continue,4,5785,1,manual,,
continue,4,12436,1,manual,,
continue,4,55449,1,manual,,
continue,4,10535,2,manual,,
continue,4,32928,2,manual,,
continue,4,26011,2,manual,,
continue,4,52358,2,manual,,
continue,4,54765,2,manual,,
continue,4,33197,2,manual,,
continue,4,49181,2,manual,,
continue,4,35599,2,manual,,
continue,4,7467,2,manual,,
continue,4,29726,2,manual,,
continue,4,17909,2,manual,,
continue,4,57679,3,manual,,
continue,4,18766,3,manual,,
continue,4,35794,3,manual,,
continue,4,51946,3,manual,,
continue,4,47192,3,manual,,
continue,4,18240,3,manual,,
continue,4,48587,3,manual,,
continue,4,20833,3,manual,,
continue,4,28773,3,manual,,
continue,4,27718,3,manual,,
continue,4,32505,3,manual,,
continue,4,10331,4,manual,,
continue,4,10704,4,manual,,
continue,4,59432,4,manual,,
continue,4,48959,4,manual,,
continue,4,39110,4,manual,,
continue,4,52823,4,manual,,
continue,4,40950,4,manual,,
continue,4,28493,4,manual,,
continue,4,47089,4,manual,,
continue,4,46357,4,manual,,
continue,4,27694,4,manual,,
continue,4,46244,5,manual,,
continue,4,51258,5,manual,,
continue,4,11882,5,manual,,
continue,4,51990,5,manual,,
continue,4,59190,5,manual,,
continue,4,25198,5,manual,,
continue,4,23920,5,manual,,
continue,4,20331,5,manual,,
continue,4,39923,5,manual,,
continue,4,58845,5,manual,,
continue,4,13591,5,manual,,
continue,4,14565,6,manual,,
continue,4,16167,6,manual,,
continue,4,30648,6,manual,,
continue,4,32999,6,manual,,
continue,4,40828,6,manual,,
continue,4,6799,6,manual,,
continue,4,48328,6,manual,,
continue,4,44817,6,manual,,
continue,4,36176,6,manual,,
continue,4,54496,6,manual,,
continue,4,41690,6,manual,,
continue,4,23978,7,manual,,
continue,4,20720,7,manual,,
continue,4,44975,7,manual,,
continue,4,57255,7,manual,,
continue,4,11185,7,manual,,
continue,4,46615,7,manual,,
continue,4,46770,7,manual,,
continue,4,5349,7,manual,,
continue,4,56432,7,manual,,
continue,4,46404,7,manual,,
continue,4,28179,7,manual,,
continue,4,59927,9,manual,,
continue,4,29234,9,manual,,
continue,4,26259,9,manual,,
continue,4,59027,9,manual,,
continue,4,36830,9,manual,,
continue,4,22072,9,manual,,
continue,4,4399,9,manual,,
continue,4,20638,9,manual,,
continue,4,38154,9,manual,,
continue,4,28808,9,manual,,
continue,4,52304,9,manual,,
continue,4,3322,9,manual,,
continue,4,41877,0,manual,,
continue,4,9677,0,manual,,
continue,4,42185,0,manual,,
continue,4,57917,0,manual,,
continue,4,42180,0,manual,,
continue,4,50534,0,manual,,
continue,4,46436,0,manual,,
continue,4,31604,0,manual,,
continue,4,18892,0,manual,,
continue,4,43727,0,manual,,
continue,4,36869,0,manual,,
continue,4,16148,1,manual,,
continue,4,58322,1,manual,,
continue,4,14293,1,manual,,
continue,4,12845,1,manual,,
continue,4,52362,1,manual,,
continue,4,36094,1,manual,,
continue,4,23727,1,manual,,
continue,4,40864,1,manual,,
continue,4,29227,1,manual,,
continue,4,36594,1,manual,,
continue,4,14541,1,manual,,
